album_id,album_title,artist_name,album_date_released,album_tracks,album_listens,album_favorites,album_comments
19287,"[Before/After, Tilt]",A Ninja Slob Drew Me,10/12/2013,11,33395,1,0
19288,Music for Rabbits,Music for Rabbits,,16,3544,0,0
19289,Et Recule,Alpha Hydrae,,12,17222,1,0
19290,Simple Machines,Blue Dot Sessions,,16,12515,1,0
19291,Blue Nocturnal,Blue Dot Sessions,11/11/2015,9,41498,4,0
19292,Ti Rise,Running Point,11/12/2015,2,1349,0,0
19294,"Live on WFMU's Evan ""Funk"" Davies Show: Nov 11, 2015",Eyelids,11/11/2015,8,13998,0,0
19295,Collections For Film,Alex Fitch,,7,103011,8,1
19296,Live at WFMU's Monty Hall 10/23/2015,The Ex with Ken Vandermark,10/23/2015,13,5507,1,1
19297,"Live on WFMU's Infinite Distortion: Nov 9, 2015",Mellow Harsher,11/09/2015,11,8784,0,0
19299,First EP - Unplugged,Andreas Woiger,1/28/2015,5,2791,1,0
19300,"Live on WFMU's The Long Rally with Scott McDowell: Oct 22, 2015",Byron Westbrook,11/22/2015,4,9916,0,0
19301,Beware! Vision Vol 3: Andrew Walton 20/10/13,Andrew Walton,11/13/2015,22,17387,0,0
19302,Rhapsody In Glue,People Like Us & Ergo Phizmiz,5/15/2008,13,7153,1,0
19303,[Dislocated Turkey Funk],Jimmy Penguin Vs Symatic,,10,2766,0,0
19304,Split w/ Koobaatoo Asaparagus,Trans Atlantic Rage,11/13/2015,5,21441,0,0
19305,СМ СЛ,Kosta T,10/25/2015,10,16758,1,0
19307,NUL FUXGEBEN,ODOR BABY,,11,3973,0,0
19308,Fifteen,Psychadelik Pedestrian,11/15/2015,10,70323,3,1
19309,Simple Machines,Steve Combs,11/15/2015,12,54002,0,0
19310,Regis,"Shocron, Politzer, Crozzoli",11/16/2015,8,1125,0,0
19312,Muddy Wires - Memory Leak,Boston Hassle,,14,36109,0,0
19314,Songs For Paris,Dana Boulé,,7,75782,4,2
19315,If I Could (Alt. Version),TIGERBERRY,11/17/2015,1,6587,0,0
19316,Two Headwaters Historical,Kevin Cahill / Ryan Waldron,11/17/2015,5,1959,0,0
19317,Endrhymes,Razen,1/10/2016,1,2600,1,0
19318,Peppermint Carnival Lads,Future Sauce,,17,32786,0,0
19319,FMA Fundrasier 2015,FMA Overlords,11/17/2015,4,10350,0,0
1932,Live at WFMU on Irene Trudel's Show 2/2/09,Marianne Dissard,2/02/2009,5,4532,2,0
19321,Au revoir,Circus Marcus,,11,24232,0,0
19322,"Live on WFMU's Evan ""Funk"" Davies Show: Nov 11, 2015",Baby Shakes,11/11/2015,6,12917,3,0
19323,Vanity Fair (w/ The Pardos) [Preview],Steve Combs,11/19/2015,2,11630,0,0
19324,"Live on WFMU's Hello Children with Faye: Nov 15, 2015",Gingerlys,11/15/2015,8,18726,0,0
19325,"Live on WFMU with Therese: Nov 2, 2015",Stephen Chopek,11/02/2015,5,3110,0,0
19328,Little Lily Swing - [Single],Tri-Tachyon,,1,50788,7,3
19329,Armageddon,Synapsis,12/04/2015,11,60549,3,0
1933,Live at WFMU on Diane's Show 2/5/09,Cheetah Chrome,,0,897,0,0
19330,Live on WFMU's Busy Doing Nothing with Charlie: 22 May 2006,Marzipan Marzipan,,10,10249,0,0
19331,Peace Love Respect Overdrive,Alpha Hydrae,,21,24489,0,1
19332,The Centauri Agent,Natural Snow Buildings,,24,6577,0,0
19333,Snakes and Ladders,The Womb,,2,784,1,0
19334,Forgotten Stars,Sergey Cheremisinov,,21,129169,12,0
19335,Rules of Engagement,Kathleen Martin,,1,9876,0,0
19336,"""Affairs of Heart""",The New Mystikal Troubadours,,2,8696,0,0
19338,Eridat Makwiri -Bowl Lyre Master of Eastern Uganda,Bruce Miller,,21,8411,0,0
19339,"Salavano and Tsongo- Kilembe, Uganda July 20th 2015",Bruce Miller,,22,8038,0,0
19341,St. Stephen's Joint Church Brigade,Bruce Miller,,2,4744,0,0
19343,Monachine (instrumental),PC-ONE,,1,2005,0,0
19344,Music of Children and Teachers- Eastern Uganda,Bruce Miller,,31,30090,0,0
19346,Badly recorded performances from Morocco 1999-2000,Bruce Miller,,17,22196,0,0
19347,"Dappu Ji Mirasi Kamaycha Master from Jaisalmer, India",Bruce Miller,,15,2905,0,0
19348,69,POVALISHIN DIVISION,11/23/2015,17,4713,0,0
19352,Botched Exorcism,Mittimus,11/23/2015,13,13048,0,0
19353,Business lunch,Oscar Myer,,5,5115,0,0
19356,Black Pudding,Waylon Thornton and the Heavy Hands,10/31/2015,7,3365,0,0
19357,Strange Looking Child EP,Waylon Thornton and the Heavy Hands,6/06/2015,3,1689,0,0
19358,Eat You Up (Single),Waylon Thornton,,2,2914,0,0
19359,Upgraded,Kayve,11/14/2015,5,52483,2,0
19360,Anagrams,The Womb,,11,2052,1,0
19361,Northern Sadness,Robert Tilly & Wooden Ambulance,11/25/2015,13,13198,0,0
19362,Invisible Noise,Ungetreu,11/26/2015,2,366,0,0
19363,Ariadnus Sub,suRRism,11/26/2015,1,1420,1,0
19364,Echo Chamber (2015 Remaster),The Womb,,8,421,1,0
19365,The Fourth Wall (2015 Remaster),The Womb,,10,1811,0,0
19366,Purity Test (2015 Remaster),The Womb,,11,377,0,0
19368,Psychedelectro (2015 Remaster),The Womb,,12,562,0,0
19370,Escapism (2015 Remaster),The Womb,,19,9312,0,0
19373,FACETS///DEMO TRACKS,The Willing,,2,11272,0,0
19374,How To Deal With People Who Refuse To Leave A Burning Building (2015 Remaster),The Womb,,18,1629,0,0
19375,WHNZ:67:STDLP,Andrij Orel,11/26/2015,4,714,0,0
19376,[EPV_181] Res Acaba,Cor Blanc,11/27/2015,6,4098,0,0
19377,Flee The Scene (2015 Remaster),The Womb,,12,905,0,0
19378,Rumours Of A Reunion (2015 Remaster),The Womb,,13,557,0,0
19379,Sex Tape (2015 Remaster),The Womb,,10,2043,0,0
19380,XX (2015 Remaster),The Womb,,5,491,0,0
19381,netBloc Vol. 47: Grooves For The Sentient,netBloc Artists,10/24/2014,12,13351,2,0
19382,Chapter One / Cold,Kai Engel,,9,447717,40,3
19383,Literalmente,Gabriel Pereira Spurr,11/27/2015,11,2001,0,0
19384,Delray,Blue Dot Sessions,11/27/2015,5,25622,6,0
19385,Presidente Discussion,suRRism,11/28/2015,1,1405,1,0
19386,netBloc Vol. 48: Still…,netBloc Artists,9/25/2015,12,21014,1,0
19387,netBloc Vol. 49: Music For The Civilized / War For The Mad Men,netBloc Artists,11/27/2015,20,24097,3,0
19388,5th Cycle,Ketsa,,14,75771,7,1
19389,Morbid Fascination,The Strangelet Disasters,12/01/2015,8,21921,0,0
19390,Aerian [LCL21],IV-IN,11/30/2015,3,6190,0,2
19391,nx2015-11,Miquel Parera,,12,2287,0,0
19392,Classwar Karaoke - 0032 Survey,Classwar Karaoke,11/30/2015,61,25173,2,0
19394,Youth Aspirations,Pk jazz Collective,11/30/2015,10,30708,0,0
19395,Far Sky EP,Cloudjumper,,6,4946,0,0
19396,Nuit Blanche 2013 Live Remix Set,Cloudjumper,12/03/2014,4,943,0,0
19397,Good Night,Coldnoise,12/01/2015,14,84855,5,0
19399,(hope! Our Drones Sent From Heaven),The Fucked Up Beat,11/29/2015,11,15582,5,0
194,The Void,Flying Luttenbachers,1/01/2004,1,573,0,0
1940,Live at WFMU on The Modern World w/ Trouble 1/22/09,Susanna,1/22/2009,1,2184,0,0
19400,Chi O' Clock,Nick R 61 & Kendall WA,12/01/2015,5,4567,0,0
19401,We Can Talk About That (Featuring Johnny Ciggs),Ant The Symbol,12/01/2015,4,5670,1,0
19402,Un méchant party,Quimorucru,8/31/2015,20,2931,0,0
19403,Armstrong,Massimo Ruberti,10/05/2015,6,14574,0,0
19406,GET KILLING,ODOR BABY,,8,4966,0,0
19407,Could It Be So Hard,The Degs,12/03/2015,1,2655,0,0
19408,Spatial Harmonics,Dolores Catherino,,1,1995,0,0
1941,Live at WFMU on Irene Trudel's Show 12/8/08,Howard Fishman,12/08/2008,2,1491,0,0
19412,Discover Science,The Crypts,11/05/2012,9,15485,1,0
19413,Coldharvest I,Rest You Sleeping Giant,,8,12565,2,0
19414,Denavi Experience,The Mugris,,11,13964,1,0
19415,Antifragile,Philippe Beer Gabel,,8,55711,2,0
19416,Collected Recordings For Video,Will Bangs,,12,158244,7,0
19417,Till further notice... Sampler,Mr. & Mrs. Smith,,6,22962,0,0
19420,The FMA Sessions,Das Kabinett,,45,28672,0,0
19421,Why Pay More?,The Soft Pink Truth,12/03/2015,8,13794,0,0
19423,Lo-Fi Fidelity,Various Artists,,9,15990,1,0
19424,Палёные Записи 2006-2008,Kirill Makushin,12/05/2015,5,2970,0,0
19425,Canary,RPM Orchestra,12/05/2015,4,2983,1,0
19426,Horae (Organ Concerto no.2),Vladimír Hirsch,12/05/2015,8,16856,3,2
19427,Plaster,Blue Dot Sessions,12/05/2015,5,18880,0,0
19428,The Big out there,krackatoa,,1,6659,0,0
19429,Bionicism,AG Davis,12/06/2015,7,4449,0,0
1943,Live at WFMU on The Long Rally 11/26/2008,Jeremiah Cymerman,11/26/2008,1,1543,0,0
19430,Distorted Voice Recordings,Lezet,12/06/2015,5,5419,0,0
19431,Five Times Through,Cagey House,12/06/2015,6,9094,1,0
19432,Music for Shadows,Jaan Patterson,12/06/2015,11,4551,1,0
19435,A Festive Felicitations,Squire Tuck,12/07/2015,6,22799,0,0
19436,Jamstik Jams,Squire Tuck,,5,16564,0,0
19437,The Briars and the Brome,Return to Normal,,12,17404,1,1
19438,Things left unsaid,Samurau,12/07/2015,8,8412,1,0
19439,E.i.I. Part 3 - The Bubbles Burst,S.J. Mellia,,6,10772,1,0
19441,Tempus Fugit,Ant The Symbol,12/08/2015,11,8940,1,0
19443,Mayday,Shadow of Television,,4,2494,1,0
19445,rbc,rocheleau bussière couture,12/08/2015,6,2582,0,0
19446,witnessing,Cinchel,12/08/2015,1,1911,0,0
19447,dolly,Lyn Goeringer,12/08/2015,3,10859,0,1
19448,gong  orella ears in catalunya,Philip Corner,12/08/2015,7,12812,0,0
19449,Xmas & Holly,Mr. & Mrs. Smith,,1,13073,0,0
1945,Live at WFMU on Choking On Cufflinks 2/14/09,Cold Cave,2/14/2009,4,4107,2,0
19450,a trail a texture,rosalind hall and ada rave,12/08/2015,2,1842,0,0
19451,vorfreunde,pat moonchy,12/08/2015,7,1677,0,0
19452,"David Amber and Friends, Vol. 2",David Amber,,6,37497,1,1
19453,ocean of lakes,siegel day djll marsh,12/08/2015,6,4230,1,0
19454,Welcome To The Past,Elvis Herod,12/08/2015,8,38022,0,0
19455,Talcahuano Summer,The Mugris,4/01/2013,7,14049,1,0
19456,from RE- to CO- and inbetween,moody alien,11/16/2013,6,3543,0,0
19457,"Live on WFMU's Three Chord Monte with Joe Belock: Dec 7, 2015",XL Kings,12/07/2015,9,3684,0,0
19458,PEACE is king here.,bbatv,10/10/2015,9,52084,7,1
19459,Cantos & Meditations,Manta Espectra,12/08/2015,0,6234,0,0
1946,Paul Collins Beat Live at WFMU on Terre T's Show 2/7/09,Paul Collins Beat,2/07/2009,13,7458,1,0
19461,IT'S CHRISTMAS II,junior85,,7,35314,0,0
19463,Myrsina & the Light Forest,The Mind Orchestra,,2,2134,0,0
19464,Jimmie's Got One Watt Of Love,One Watt Of Love,,4,4423,0,0
19465,Relaxation,Total Unicorn,11/05/2015,9,9494,0,0
19466,Arc and Crescent,Blue Dot Sessions,12/09/2015,6,29463,3,0
19468,La Luna,Balún,,4,6615,1,1
19469,Rien ne me suffit plus,Jarby Mc Coy,,16,3392,0,0
1947,Gentleman Jesse Live at WFMU on Terre T's Show 2/7/09,Gentleman Jesse,2/07/2009,8,1407,0,0
19470,Feel The Summer,Boris Morozoff,,4,14226,0,0
19471,Happy Halloween,The Vivisectors,9/01/2011,11,65949,0,1
19472,The 52 Weeks Project,Jorge Mario Zuleta,,1,650,0,0
19473,Untitled Demo (2005),AG Davis & The Boy + Girl,12/11/2015,4,3354,0,0
19474,Hiroko Dreams,Whodiniz,12/11/2015,7,21802,1,0
19475,Vocal Vibe Radio,Jeffrey Philip Nelson,,10,33885,2,5
19477,Flirehika Lispogli,ANGKA,11/15/2015,7,13223,0,0
19478,flow,wilhelm matthies and reid karris,12/11/2015,3,2103,1,0
19479,improvisations and overlays for prepared guitar,j moss,12/11/2015,4,6131,0,0
19480,live at dada,Mars-96,12/11/2015,7,468,0,0
19481,electro parables,volcano radar,12/11/2015,3,3154,0,0
19482,the bridge ep,hervé perez & andré darius,12/11/2015,3,3140,0,0
19483,live at esg,Mars-96,12/11/2015,7,617,0,0
19484,stanze,palimpsest trio,12/11/2015,9,12443,0,0
19485,the rise and fall of,The Rories,12/11/2015,13,7880,0,0
19487,The Contessa,Blue Dot Sessions,12/12/2015,7,37140,0,0
19488,шизнь,Kosta T,11/19/2015,23,40160,0,0
19489,Void Chimes,morten rasz,,3,1469,0,0
19490,Kali Yuga Has Come,The Carbon Manual,12/13/2015,24,9340,0,0
19491,Tod auf Kredit (1983),Tod auf Kredit,12/13/2015,11,5101,0,0
19492,Dissemination Fall,Dissolved / Nonima,12/13/2015,13,20281,0,0
19493,Be Yourself,Kaos Steve,,1,13682,0,3
19494,Kaleidoscope,The IMG,,9,11929,2,1
19495,"Live on WFMU with Nick Name, 6/19/2015",Child Abuse,6/19/2015,6,3637,0,0
19496,"Live on WFMU with Todd-o-phonic Todd, 11/21/15",Those Darlins,,5,1524,0,0
19497,Chaotic Lives,Monsta-Pasta,11/16/2015,44,796,0,0
19498,Ann,ENOT,11/24/2015,29,485,0,0
19499,Eveything is exaclty as it seems,A New Silent Corporation,5/11/2009,6,2933,2,0
195,Trauma,Flying Luttenbachers,1/08/2009,1,326,0,0
1950,Street-level Superstar (Owed to Boston),The Space Lady a.k.a. Suzy Soundz,4/01/2004,4,2176,1,0
19500,Star memoirs,Krayb David,12/16/2015,8,4443,0,0
19501,Artiste à vendre,Lonely Kid Quentin Ensemble,3/30/2013,14,7075,1,0
19502,"Until forever, on it goes",Shonen Bat,8/23/2015,9,11153,0,0
19504,(none given),Fake Species,6/10/2014,4,9568,1,0
19507,A la mode,A la Mode,12/14/2014,3,8621,1,0
19508,Akousma Live at Pyramid Atlantic 12 Dec 2015,Daniel Barbiero,12/15/2015,1,4073,1,0
19509,"Live at Monty Hall with Jeff Sarge of Reggae Schoolroom, 10/03/2015",Jerry Harris,,4,11615,0,0
19510,"Live at Monty Hall with Jeff Sarge of Reggae Schoolroom, 10/03/2015",Trevor Flowers and Iheka-Chama,,8,28335,1,1
19515,"Live at WFMU's Monty Hall: Oct 18, 2015",Michael Chapman,10/18/2015,6,2514,0,0
19516,"Live at WFMU's Monty Hall: Oct 18, 2015",Steve Gunn,10/18/2015,7,16835,0,1
19517,"Live at WFMU's Monty Hall: Oct 18, 2015",Bridget St. John,10/18/2015,9,4399,0,0
19518,"Live on WFMU's Infinite Distortion: Dec 14, 2015",Consumer Electronics,12/14/2015,4,15045,0,0
19519,"Live on WFMU's Three Chord Monte with Joe Belock: Nov 23, 2015",Low Doses,11/23/2015,7,4561,0,0
19520,I'm Giving You My Cold For Christmas,Lee Rosevere,12/17/2015,2,11006,0,0
19521,16th December 1995,The Womb,,5,1580,0,0
19522,"Live at WFMU's Monty Hall, 11/20/2015",The Defibulators,,9,9388,0,0
19523,"Live at WFMU's Monty Hall, 11/20/2015",Alex Battles & the Engelberts,,11,9359,0,0
19524,"Live at WFMU's Monty Hall, 11/20/2015",Big Sandy and His Fly-Rite Boys,,14,46034,1,0
19525,The Singles,suRRism,12/18/2015,10,9107,1,0
19526,Early Works,Mister Drey,12/19/2015,10,13154,0,0
19527,Spettro Rec ( 2010-2011 ?) - “25 Releases Anniversary” SR025,Spettro Rec,9/20/2016,17,14799,0,0
19530,Spettro Records Volume 1 - Demise,Spettro Rec,1/01/2013,37,4666,0,0
19531,Spettro Records Volume 2 - Decline,Spettro Rec,12/20/2015,39,7412,0,0
19533,Regenerations I​-​V,Hexigen,6/09/2015,5,9780,1,0
19534,Child's Eyes,whyouarei,10/15/2015,7,52849,1,0
19536,"Live at Alternative Art Gallery (Allentown, PA) December 17th, 2015",Wondertaker,12/21/2015,1,8485,0,0
19541,The True Black (Featuring The Honorable Sleaze),Ant The Symbol,12/22/2015,4,5636,1,0
19542,"Live on WFMU with Todd-o-phonic Todd - October 24, 2015",Holly Golightly & The Brokeoffs,12/22/2015,6,22763,2,0
19543,Lightning In A Bottle,Derek Clegg,,13,9063,0,0
19544,"Live on WFMU's Vocal Fry with Dan Bodah - November 16, 2015",Timothy Hill,12/22/2015,1,837,0,0
19545,Coherence,Krowne,12/23/2015,6,14860,0,0
19548,Our Friendly Beasts (2015),Badgerland,,15,24137,0,0
19550,Song Machine,Song Machine,,8,4423,0,0
19551,[EPV_182] forCB,-ono-,12/21/2015,11,26838,0,0
19554,Добро пожаловать в машину,Со мною вот что,12/18/2015,8,7925,0,0
19555,A Piece of Peace (Instrumental),P C III,,1,6317,1,0
19556,Car Alarms,Jeff Kolar,,1,1212,0,0
19557,Bloke Sitting EP,Captive Portal,12/28/2015,8,40666,0,0
19560,Singles,Elysian Bailey,,5,18567,3,1
19561,E.i.I. Part 4 - A History of Violence,S.J. Mellia,,6,13427,0,1
19562,"HONK! NYC at Monty Hall with Rob Weisberg, 10/15/2015",Les Vilains Chicots,,2,17829,0,0
19564,Live on WFMU with Todd-o-phonic Todd: 12/19/15,The Ar-Kaics,12/19/2015,8,2749,0,0
19565,Frost,Rest You Sleeping Giant,,1,3497,1,0
19567,nx2015-12,Miquel Parera,,12,3678,0,0
19568,Deal With My Swag,Boni Clyde,,1,8729,0,0
19569,"Live at WFMU on Burn It Down! with Nate K, 11/15/2015",Guitar Lightnin Lee and His Thunder Band,,3,12592,0,0
19570,"Live on WFMU with Evan ""Funk"" Davies: 10/28/15",Dancer,10/28/2015,10,10966,0,0
19571,Electric Traced,Prana-Bindu,12/30/2015,6,10341,0,0
19572,"Live at WFMU on Hello Children with Faye, 12/20/2015",Expert Alterations,,6,3727,0,0
19574,Labyrinth,Tzelalot,1/28/2015,16,10111,0,0
19576,Welcome To Chi-Raq,Dollar Boyz,1/02/2016,20,28425,1,0
19578,"Live at WFMU on Transpacific Sound Paradise with Rob Weisberg, 10/26/2015",Radio Jarocho and Zenen Zeferino Huervo,,6,21906,1,0
19579,Welcome To Chiraq Volume 1,Dollar Boyz,1/01/2016,1,3740,0,0
19580,"Live on WFMU's Hello Children with Faye: Dec 20, 2015",Mercury Girls,12/20/2015,8,9127,0,0
19581,Natural Therapy,Jahzzar,,22,62765,5,2
19582,Pipe Choir,Pipe Choir,11/27/2014,12,27284,1,0
19583,Clouds,P C III,2/18/2016,5,13026,0,0
19584,Ekeko,OsO El roTo,,19,13743,0,0
19586,Radius PATCH 14: Crisis,Various Artists (Radius),1/01/2016,4,14697,0,0
19589,Born Somewhere (Né Quelque Part): A Global Collaboration,Kathleen Martin,,2,7576,0,2
1959,El Amigo de los Niños,Flavia &amp; the Motonets,4/24/2004,5,4189,2,0
19590,Late Autumn Quartets,Martin Rach,,4,2707,0,0
19591,Camden,Camden,,6,7241,1,0
19594,"Nostalgia, at any rate",Uncle Milk,12/31/2015,11,27908,0,1
19595,TimeTrain,P C III,,1,3137,0,0
19598,TYRO,Ozum Itez,5/28/2015,24,6046,0,0
19599,Midvale Sessions,Joshua James Hunt,,6,9947,0,1
196,mp3 single with Faust,Food For Animals,11/30/2007,1,7723,0,0
19600,Limits & Emotions (Instrumental),Jon Watts,,14,26264,0,0
19601,"Live on WFMU's Burn It Down with Nate K - October 25, 2015",Terry & Louie,1/04/2016,7,7231,0,0
19602,Helipuerto Presidencial,Franco Luzzi,12/24/2015,8,24820,0,0
19603,Sans Folklore,Tartine de Clous,12/10/2015,27,5612,0,0
19604,"Live on WFMU's Three Chord Monte with Joe Belock - November 9, 2015",Reanimadores,1/04/2016,9,2996,1,0
19605,Palettes,Michett,,9,61982,3,4
19606,"Live on WFMU with Todd-o-phonic Todd - December 5, 2015",PMS and the Mood Swings,1/04/2016,7,9747,0,0
19607,Funky Motion,Cheese N Pot-C,1/05/2016,16,9670,1,0
19608,Spettro Records Volume 3 - Dehumanized,Spettro Rec,,35,38270,1,0
19609,Spettro Records Volume 4 - Death,Spettro Rec,,12,5810,0,0
19610,Changes,OpVious,,1,4065,0,0
19611,From Pix To G,Achievements,1/01/2010,26,8472,0,0
19613,"Live on WFMU's Optical Sound with Mike Sin, 10/31/2015",Jake Starr and the Delicious Fullness,,3,2275,0,0
19614,Our Story This,Ketsa,,14,51263,6,2
19616,Smoke Detector,Jeff Kolar,,1,685,0,0
19617,Show the Way,Rockit Maxx,1/05/2016,1,3734,0,0
19619,Ethereal EP,Zenji,,4,3885,1,0
19620,ΝΕΑ ΕΛΛΗΝΙΚΑ ΚΟΚΚΑΛΑ,Kοκκαλα,8/15/2015,17,10079,2,0
19621,Digitales 2015,Audio K,8/21/2015,1,945,0,0
19622,Galileo Was Correct,Mister Drey,1/08/2016,17,10556,0,0
19624,live at esg ii,Mars-96,,4,971,0,0
19625,non-algebra for flowers,los pilotos,1/06/2016,7,2667,0,0
19626,cloud on clouds,los pilotos,1/06/2016,6,5854,0,0
19627,Nebraska Fireworks,Pictures of the Floating World,,5,51791,2,1
19628,"Live on WFMU with Irene Trudel, 9/15/2015",Goddess,,11,2971,0,0
19629,"Live on WFMU's Prove It All Night! with Pat Byrne, 10/24/2015",Richard Lloyd,,9,6068,0,0
19630,"Live on WFMU with Irene Trudel: Oct 20, 2015",Julia Kent,10/20/2015,5,17761,2,0
19631,Live for HONK NYC on WFMU's Transpacific Sound Paradise with Rob Weisberg,Environmental Encroachment,10/17/2015,1,5728,0,0
19632,"Live on WFMU's Infinite Distortion: Nov 2, 2015",Falter,11/02/2015,1,655,0,0
19633,"Live on WFMU's Champ Sound with DJ Guy: Nov 16, 2015",TransFX,,6,11704,0,0
19634,Reading Sassari 2015,Jacopo Tore,,6,8090,0,0
19636,"Olive Skinned, Silver Tongued Sirens Sing Swan Songs (INSTRUMENTAL)",REW<<,,10,29371,0,0
19637,Legally Blind,Legally Blind,1/07/2016,8,5481,0,1
19638,Quiet the Mind (DCV),TIGERBERRY,1/08/2016,1,2020,0,0
19640,Baldest N Fattest XE,Pot-C,1/08/2016,42,15479,2,0
19641,Le Régne Animal,Gabriel Vigliensoni,10/22/2014,4,15824,0,0
19642,The Sun God,Joshua James Hunt,7/07/2007,9,22161,0,0
19643,Tanz,Shoeg,1/08/2016,9,5983,0,0
19644,Green Hope,Jared C. Balogh,,1,6691,0,0
19645,"Live at WFMU with Brian Turner, 11/16/2015",Jake Meginsky,,1,430,0,0
19646,"Live on WFMU's Prove It All Night! with Pat Byrne, 11/28/2015",Désir Decir,,3,904,0,0
19647,Run With It,G8,,19,8517,3,0
19648,The Year of the Kitten,Anton Rothschild,,5,3455,0,0
19649,Mulatu Ostatki (Demos & Outtakes),POVALISHIN DIVISION,12/28/2015,27,2611,0,0
19650,between,lost-radio,1/09/2016,5,9288,0,0
19651,aqua concept,Flexion B,11/14/2015,8,3427,0,0
19652,in the darkness i found myself,lost-radio,3/15/2015,9,2705,0,0
19653,collected memories,lost-radio,8/17/2014,8,3922,0,0
19654,introspace,lost-radio,8/17/2014,13,14885,0,0
19655,remember,lost-radio,4/05/2014,6,3634,0,0
19656,Live at Radio Bunker,HASH,,2,2316,0,0
1966,Live at WFMU on Talk's Cheap 2/10/2009,Gary War,2/10/2009,14,6728,1,0
19660,Carnal,Aseptic Void,5/04/2014,8,9788,1,0
19661,Bratislava EP,Fire Island Pines,,6,14952,3,0
19662,Siruxect 2016,Tiruset,1/01/2016,1,1027,0,0
19664,EP,Cervo,1/01/2008,6,4249,0,0
19669,The Night Country,Natural Snow Buildings,12/31/2014,34,32546,0,6
1967,Live at WFMU on Liz Berg's show 2/16/2009,Mi Ami,2/16/2009,3,2675,1,0
19670,I'm Laura Palmer EP,Neurotic Wreck,3/19/2013,4,10025,0,0
19671,Summer Darkyard,The Sun Through A Telescope,1/28/2016,4,7135,0,0
19672,"Live on WFMU's Long Rally with Scott McDowell, 11/10/2015",Chalaque,,1,705,0,0
19673,Tubal Cain,Alex Kubotha,1/01/2015,6,9917,1,0
19674,Dallas 2 Tha Palace,Cheese N Pot-C,1/12/2016,15,6918,2,0
19675,"Live on WFMU's Three Chord Monte with Joe Belock - November 16, 2015",Charlie Megira & the Bet She'an Valley Hillbillies,1/12/2016,6,45269,1,0
19677,"Live on WFMU's Imaginary Radio with Chris M, 11/12/2015",Six Organs of Admittance,,8,3307,0,0
19678,Culmination 3: The Dark Path,Cryosyncopy,,23,25633,0,0
19679,Halloween Again,The Zombie Dandies,10/28/2015,2,5551,0,0
19680,The Friendly Monster Shop,The Zombie Dandies,,1,3864,0,0
19681,Evil Made Easy,Lazlo Supreme,1/26/2010,7,36707,8,2
19682,Picking Fights & Blowing Kisses,Jimmy & The Threats,2/06/2010,6,7988,1,2
19683,Torn Heat EP,Hanetration,10/08/2012,4,10665,0,0
19684,Structures Anthropologiques de l'Imaginaire de Familie,SLP,1/01/2010,17,11622,0,0
19685,шизнь,Trokai,11/19/2015,18,9663,0,0
19686,Song for the Chameleon,Squire Tuck,1/13/2016,2,2267,0,0
19688,WHNZ​:​68​:​TDNGHT,Keijo,1/13/2016,4,6151,0,0
1969,Bah!,Økapi,5/09/2004,8,4040,2,0
19693,"Born a Rebel, Died a Rebel",Laszlo Harsanyi,,7,46376,1,0
19696,примыкая к тебе,Kosta T,,5,11104,0,0
19698,Being,Rowan Box,,8,12200,0,0
19699,voices,alice hui-sheng chang and jason kahn,1/14/2016,4,941,0,0
197,Cock Rock Disco 2006 Free Compilation,Food For Animals,1/08/2009,1,2822,0,0
1970,Live at WFMU on Diane Kamikaze's Fun Machine 2/12/2009,Tombs,,9,8302,0,0
19700,"Live at WFMU's Monty Hall: Nov 21, 2015",The Ugly Beats,11/21/2015,11,17853,0,0
19702,After What Came Before,The Blend,4/25/2005,11,16559,1,0
19703,"Live on WFMU's Infinite Distortion: Dec 7, 2015",Streiber,12/07/2015,2,1026,0,0
19704,Cain,Vir Nocturna,1/19/2016,1,2544,0,0
19705,Last Piece Of A Broken Cause,The Blend,6/02/2006,4,2405,0,0
19706,Losing The Game,The Blend,5/08/2008,9,13519,0,0
19707,"Live on WFMU with Irene Trudel, 11/17/2015",Anna von Hausswolff,,5,3355,0,0
19708,Aaron,Strong Suit,6/24/2015,9,83842,1,0
19709,Dork Is Yes!,mathgrant,12/24/2015,24,31011,0,0
19711,30s30d: A Month's Worth of Composing,mathgrant,12/08/2010,30,85233,0,0
19713,Hokkei Quartet,Hokkei Quartet,1/14/2016,2,5009,0,0
19716,Sketchbook,Blue Dot Sessions,1/15/2016,6,21635,0,0
19720,La Cantine Boga,La Cantine Boga,10/16/2015,8,3694,1,0
19721,It Never Happened,Albin Andersson,11/27/2015,11,9948,0,0
19722,Behind our eyes,Martha Rose,10/03/2014,9,5769,1,0
19724,Early Sonic Belligeranza,Sonic Belligeranza,1/01/2011,12,20384,0,0
19726,"Doctor, what has Cesuacantho to do with this?",Jaan Patterson,1/17/2016,1,1471,0,3
19727,Lathe,Blue Dot Sessions,1/18/2016,6,21886,2,0
19729,Digital Tree,Wolf Asylum,,7,10720,1,0
19730,Jivver,Wolf Asylum,,4,5351,1,0
19731,Shine (Single),J Burn,11/20/2015,1,3694,1,0
19733,Homemade Raps,Pot-C,1/19/2016,12,14578,2,0
19734,MOSCOW,Jim Rooster,,1,8232,0,0
19735,Live In Gateshead,Eric Boros/Mariam Rezaei/Fritz Welch,1/20/2016,4,3649,0,0
19740,Letting Blood,Vir Nocturna,1/19/2016,2,6541,0,0
